shift_name,units_produced,defect_count,cycle_time_avg,shift_efficiency_score,experience_level,skill_category,runtime_hours,downtime_minutes,maintenance_flag,machine_status,maintenance_downtime,temperature,humidity,shift_duration,day_of_week_sin,day_of_week_cos,hour_of_day_sin,hour_of_day_cos
Evening,635,24,37.6,82.5380043812019,4,Intermediate,6.9,35.74,1,Operational,35.74,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,611,21,38.92,76.56050738503461,3,Intermediate,6.96,32.34,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,651,27,38.23,82.2170135602067,4,Intermediate,7.0,29.79,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,611,25,36.61,81.03926830493201,4,Intermediate,6.98,31.04,1,Operational,31.04,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,639,24,35.17,80.82367554060353,3,Intermediate,6.94,33.61,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,626,22,39.95,80.82456598137745,4,Intermediate,6.91,35.64,0,Operational,49.9,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,626,22,39.95,80.82456598137745,4,Intermediate,6.91,35.64,0,Operational,23.34,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,631,22,38.94,79.61071938869888,4,Intermediate,6.91,35.54,0,Operational,10.15,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,621,24,38.13,81.13980229934008,3,Intermediate,7.06,26.66,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Night,503,26,36.8,62.63381545138297,1,Junior,6.64,51.34,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,553,21,38.51,73.37388498544234,5,Intermediate,6.53,58.09,0,Issues,10.15,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,546,19,38.83,66.57407371736481,2,Intermediate,6.62,52.53,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,534,21,32.58,66.05024012299128,3,Intermediate,6.8,42.15,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,472,26,34.1,60.14904647047906,1,Junior,6.67,49.9,1,Issues,23.34,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,472,26,34.1,60.14904647047906,1,Junior,6.67,49.9,1,Issues,49.9,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,486,28,38.94,57.87975552548834,2,Junior,6.63,52.41,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,530,19,39.43,69.55411062523889,2,Intermediate,6.6,53.74,0,Issues,17.83,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,549,25,32.57,67.10839396396526,4,Intermediate,6.66,50.56,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,453,19,36.35,62.51646988171929,2,Junior,6.51,59.49,0,Issues,40.11,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,518,25,37.1,65.93902225775142,3,Intermediate,6.66,50.28,0,Issues,35.74,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,511,22,33.54,61.48914786736576,4,Intermediate,6.63,51.99,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,485,21,34.98,57.90529682741384,2,Junior,6.54,57.73,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,545,20,35.3,72.34546861533192,5,Intermediate,6.56,56.28,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,564,23,37.28,73.0242873530329,5,Intermediate,6.82,40.97,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,483,25,33.51,62.63249136351736,2,Junior,6.48,61.42,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,518,24,36.19,69.78809492951395,4,Intermediate,6.56,56.2,0,Issues,31.04,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,476,21,33.52,55.84421696298299,1,Junior,6.52,58.53,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,497,21,37.36,64.24631504941193,1,Junior,6.67,49.99,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,545,23,35.39,70.15390157559692,2,Intermediate,6.58,55.05,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,518,25,37.1,65.93902225775142,3,Intermediate,6.66,50.28,0,Issues,15.34,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,536,23,39.5,70.77309584112915,3,Intermediate,6.57,55.5,1,Issues,55.5,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,536,23,39.5,70.77309584112915,3,Intermediate,6.57,55.5,1,Issues,42.05,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,531,18,35.43,70.65579909806031,5,Intermediate,6.59,54.47,1,Issues,54.47,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,482,28,37.77,63.9618017768784,1,Junior,6.68,49.39,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,476,23,35.26,57.67183763561578,2,Junior,6.76,44.1,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,527,19,33.44,71.94171626614164,4,Intermediate,6.61,53.31,0,Issues,33.73,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,514,22,37.38,66.50464202700084,4,Intermediate,6.7,48.29,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,480,22,36.62,60.96253135755094,1,Junior,6.66,50.17,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,503,20,35.72,60.89396588714141,2,Junior,6.75,45.08,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,527,18,34.65,63.66111347828982,2,Intermediate,6.55,56.82,0,Issues,47.56,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,535,18,38.9,67.42290637098472,3,Intermediate,6.59,54.87,0,Issues,37.88,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,513,19,33.78,61.21467637346828,2,Intermediate,6.41,65.54,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,528,25,35.28,65.36777347785836,2,Intermediate,6.65,51.3,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,535,21,37.4,68.83228742859626,3,Intermediate,6.65,50.82,0,Issues,37.41,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,497,25,37.08,64.69390461473415,2,Junior,6.61,53.19,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,516,17,34.65,73.10470021076328,3,Intermediate,6.65,50.83,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Night,491,27,34.77,58.8950576912746,2,Junior,6.63,51.94,0,Issues,0.0,18.7,40.5,8.0,0.0,1.0,-0.5000000000000004,0.8660254037844384
Morning,832,24,34.68,91.07266029337411,5,Intermediate,7.3,11.73,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,834,20,35.8,95.73588702066452,8,Senior,7.27,13.93,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,775,23,33.42,93.4837355110651,3,Intermediate,7.2,17.83,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,786,23,33.68,90.87119673770754,3,Intermediate,7.16,20.55,0,Operational,37.41,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,875,14,38.64,94.50731875062016,7,Expert,7.27,13.6,0,Operational,37.88,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,822,21,35.78,93.43137651367677,4,Intermediate,7.33,10.0,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,862,18,37.99,97.47846216136637,7,Senior,7.13,22.42,0,Operational,55.5,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,849,20,40.39,93.97253368197188,6,Senior,7.27,13.87,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,770,19,36.51,92.14319067466984,4,Intermediate,7.07,25.86,0,Operational,33.73,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,862,18,37.99,97.47846216136637,7,Senior,7.13,22.42,0,Operational,42.05,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,928,19,36.59,90.8050657861872,10,Expert,7.28,13.34,0,Operational,47.56,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,852,19,34.87,93.39924619262165,6,Senior,7.29,12.43,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,881,16,34.57,94.8831174592481,10,Expert,7.2,18.04,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,887,22,32.88,87.47987726458766,6,Senior,7.18,18.95,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,872,19,34.85,89.593585258038,6,Senior,7.15,20.86,0,Operational,40.11,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,873,19,38.53,94.6316680909598,8,Senior,7.21,17.52,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,823,17,36.07,95.05719803889266,8,Senior,7.11,23.34,1,Operational,23.34,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,823,17,36.07,95.05719803889266,8,Senior,7.11,23.34,1,Operational,49.9,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,888,19,32.0,91.6576340454969,7,Expert,7.33,10.15,1,Operational,10.15,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,912,16,39.13,97.04541251408732,4,Senior,7.22,16.98,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,851,18,37.28,100.04833474937485,5,Senior,7.24,15.34,1,Operational,15.34,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,851,18,37.28,100.04833474937485,5,Senior,7.24,15.34,1,Operational,35.74,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,926,24,38.66,95.15979630274803,6,Senior,7.33,10.02,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,899,17,37.0,91.01151682381084,4,Senior,7.2,17.83,1,Operational,17.83,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,905,20,36.39,97.31222408188128,7,Expert,7.1,23.77,0,Operational,28.63,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,905,20,36.39,97.31222408188128,7,Expert,7.1,23.77,0,Operational,62.41,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,880,21,36.41,95.7510920662466,7,Senior,7.18,19.25,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,905,17,37.4,94.80256150484306,6,Senior,7.3,11.92,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,879,23,37.87,92.85869857143292,6,Senior,7.26,14.35,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,911,21,35.45,96.19628605831002,8,Senior,7.26,14.5,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,873,16,39.41,92.90952935689118,12,Expert,7.13,22.27,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,904,20,36.89,95.2976378856885,6,Senior,7.16,20.21,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,867,22,33.18,93.38135379355396,7,Senior,7.24,15.86,0,Operational,38.61,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,930,16,36.74,100.09683150470796,7,Expert,7.29,12.35,0,Operational,54.45,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,899,19,33.74,91.92824896086556,6,Senior,7.15,20.72,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,906,17,36.48,90.24436167946766,10,Expert,7.13,22.28,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,901,23,37.09,93.84248302627267,6,Senior,7.15,21.23,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,913,19,39.72,89.34967147507865,6,Senior,7.24,15.81,1,Operational,54.2,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,913,19,39.72,89.34967147507865,6,Senior,7.24,15.81,1,Operational,15.81,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,883,16,35.55,94.14462099098604,5,Senior,7.32,10.92,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,888,23,36.83,88.62720301010825,6,Senior,7.15,21.18,0,Operational,54.47,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,842,15,36.97,92.48242025166282,4,Senior,7.27,13.66,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,881,21,36.85,92.70496737947084,6,Senior,7.23,16.4,0,Operational,55.7,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,873,19,34.1,93.98438242370918,7,Senior,7.15,21.29,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,798,21,32.37,89.42156277479855,3,Intermediate,7.33,10.0,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Evening,616,26,42.0,82.73538675237913,3,Intermediate,7.08,24.9,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,584,21,35.63,74.85063630192568,4,Intermediate,6.82,40.73,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,635,22,35.88,84.17091080051591,3,Intermediate,6.93,34.42,0,Operational,15.81,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,635,22,35.88,84.17091080051591,3,Intermediate,6.93,34.42,0,Operational,54.2,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,646,18,35.37,84.81824140847623,4,Intermediate,6.9,36.03,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,650,21,33.42,81.9313074028513,2,Intermediate,7.03,28.36,0,Operational,54.47,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,620,18,38.65,83.27726536034274,5,Intermediate,6.83,40.1,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,627,21,36.02,80.24302307000856,3,Intermediate,6.99,30.74,0,Operational,55.7,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,633,22,34.49,78.14766174464859,4,Intermediate,6.83,40.0,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,637,21,37.84,80.69581061979746,4,Intermediate,6.95,32.89,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,626,25,36.41,76.54471346109133,4,Intermediate,6.95,33.07,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,631,23,37.38,73.20743135439744,2,Intermediate,6.96,32.48,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,618,26,36.03,81.399040846459,3,Intermediate,6.84,39.71,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,589,23,35.1,80.16059763410867,2,Intermediate,6.71,47.56,1,Issues,47.56,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,635,18,34.5,81.36964461526907,2,Intermediate,6.87,37.95,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,621,18,33.95,80.66114120471453,3,Intermediate,6.85,38.81,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,591,23,40.37,76.81752014985858,4,Intermediate,6.8,42.05,1,Operational,55.5,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,591,23,40.37,76.81752014985858,4,Intermediate,6.8,42.05,1,Operational,42.05,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,648,19,35.51,83.75918854933683,3,Intermediate,6.94,33.73,1,Operational,33.73,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,648,20,37.43,88.34744303273123,4,Intermediate,6.96,32.67,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Morning,835,19,35.43,96.9869355409322,4,Senior,7.2,18.06,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,898,16,36.13,97.02283705133344,4,Senior,7.33,10.0,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,877,19,32.0,92.79915552292452,8,Senior,7.22,17.08,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,883,22,35.79,92.09867802034248,7,Senior,7.25,14.98,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,898,23,39.03,88.77175555469874,6,Senior,7.24,15.67,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Evening,611,22,38.54,79.50558524151774,4,Intermediate,6.96,32.57,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Morning,965,18,36.77,96.4244329955561,12,Expert,7.33,10.06,0,Operational,31.04,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,825,20,36.03,92.41507535485547,6,Senior,7.13,22.5,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,893,18,32.0,91.32777856043936,10,Expert,7.33,10.0,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Morning,932,18,32.94,94.8117103724596,12,Expert,7.32,10.75,0,Operational,0.0,22.3,49.9,8.0,0.0,1.0,1.0,6.123233995736766e-17
Evening,646,22,36.36,82.04475315875105,2,Intermediate,7.02,28.56,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,639,22,35.29,79.74901409699875,2,Intermediate,7.02,28.63,1,Operational,28.63,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,639,22,35.29,79.74901409699875,2,Intermediate,7.02,28.63,1,Operational,62.41,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,621,23,34.81,78.8056962057797,5,Intermediate,6.87,37.76,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,643,19,35.88,86.12663538136708,3,Intermediate,6.85,39.15,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,607,21,36.85,79.12712362754402,4,Intermediate,7.0,30.12,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,618,24,32.54,77.16923399908212,4,Intermediate,6.98,31.36,0,Operational,0.0,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Evening,611,21,33.29,80.50169553318928,3,Intermediate,6.96,32.25,0,Operational,54.45,18.7,40.5,8.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
